issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error,is_oa,is_in_doaj,apc_usd,apc_prices,host_organization_name,host_organization,societies,i10_index,is_core,counts_by_year,created_date,updated_date,display_name,homepage_url,country_code,type,abbreviated_title,alternate_titles,context_name,dominio,total_historico,record_count_2023,indice_visibilidad,tasa_indexacion_openalex
0718-1361;0718-5065,S4210193386,134,152,5,0.3584905660377358,True,,True,False,,[],,,[],2,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 2}, {'year': 2024, 'works_count': 19, 'cited_by_count': 9}, {'year': 2023, 'works_count': 25, 'cited_by_count': 8}, {'year': 2022, 'works_count': 11, 'cited_by_count': 5}, {'year': 2021, 'works_count': 28, 'cited_by_count': 33}, {'year': 2020, 'works_count': 14, 'cited_by_count': 41}, {'year': 2019, 'works_count': 10, 'cited_by_count': 16}, {'year': 2018, 'works_count': 18, 'cited_by_count': 38}]",2025-10-10T00:00:00,2025-10-29T23:22:22.306208,Límite,,,journal,,"['Revista de filosofía y psicología', 'Revista Interdisciplinaria de Filosofía y Psicología']",LÍMITE Revista Interdisciplinaria de Filosofía y Psicología,revistalimite.uta.cl,222,25,0.6846846846846847,0.6036036036036037
0719-7586,S4210234215,121,95,5,0.02564102564102564,True,,True,False,,[],,,[],2,False,"[{'year': 2025, 'works_count': 8, 'cited_by_count': 0}, {'year': 2024, 'works_count': 6, 'cited_by_count': 0}, {'year': 2023, 'works_count': 25, 'cited_by_count': 1}, {'year': 2022, 'works_count': 4, 'cited_by_count': 0}, {'year': 2021, 'works_count': 23, 'cited_by_count': 11}, {'year': 2020, 'works_count': 12, 'cited_by_count': 2}, {'year': 2018, 'works_count': 33, 'cited_by_count': 75}, {'year': 2017, 'works_count': 10, 'cited_by_count': 6}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Perfiles Económicos,,,journal,,[],Perfiles Económicos,revistas.uv.cl,126,25,0.753968253968254,0.9603174603174603
0719-0409,S4210229652,454,1810,18,1.121212121212121,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],61,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Pensamiento Educativo Revista de Investigación Educacional Latinoamericana,http://www.pensamientoeducativo.org,,journal,,['Revista de investigación educacional Latinoamericana'],Pensamiento Educativo,pensamientoeducativo.uc.cl,746,25,2.4262734584450403,0.6085790884718498
0716-5919,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Limes: Revista de Estudios Clásicos,revistas.umce.cl,25,25,0.0,0.0
0718-9788;0719-9589,S4387290087,59,22,3,0.125,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Aporía · Revista Internacional de Investigaciones Filosóficas,,,journal,,[],Aporía · Revista Internacional de Investigaciones Filosóficas,revistadelaconstruccion.uc.cl,129,25,0.17054263565891473,0.4573643410852713
2452-4727,S4210191914,141,28,3,0.016666666666666666,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Actos,http://revistas.academia.cl/index.php/actos,,journal,,['Revista de investigación en y desde las artes'],Revista Actos,revistas.academia.cl,106,24,0.2641509433962264,1.330188679245283
0717-6767;0719-5346,S4210173032,677,1038,13,0.23684210526315788,True,,True,True,,[],,,[],21,False,"[{'year': 2010, 'works_count': 28, 'cited_by_count': 28}, {'year': 2009, 'works_count': 109, 'cited_by_count': 62}, {'year': 2008, 'works_count': 8, 'cited_by_count': 24}, {'year': 2007, 'works_count': 12, 'cited_by_count': 24}, {'year': 2006, 'works_count': 8, 'cited_by_count': 17}, {'year': 2005, 'works_count': 8, 'cited_by_count': 13}, {'year': 2004, 'works_count': 10, 'cited_by_count': 14}, {'year': 2003, 'works_count': 10, 'cited_by_count': 22}, {'year': 2002, 'works_count': 6, 'cited_by_count': 14}, {'year': 2001, 'works_count': 10, 'cited_by_count': 4}]",2025-10-10T00:00:00,2025-11-02T23:13:26.583910,Revista Chilena de Terapia Ocupacional,https://revistaterapiaocupacional.uchile.cl,,journal,,[],Revista Chilena de Terapia Ocupacional,revistaterapiaocupacional.uchile.cl,471,24,2.2038216560509554,1.4373673036093417
0716-632X;0719-529X,S4210180100,713,802,13,0.07272727272727272,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],18,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Sociología,http://www.revistadesociologia.uchile.cl,,journal,,[],Revista de Sociología,revistadesociologia.uchile.cl,432,24,1.8564814814814814,1.650462962962963
0717-652X;0717-6538,S116585955,771,5051,27,0.53125,True,Unexpected error: 'str' object has no attribute 'get',True,True,1000.0,"[{'price': 1000, 'currency': 'USD'}]",,,[],162,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Gayana,https://gayana.cl/,,journal,,[],Gayana,gayana.cl,135,24,37.41481481481482,5.711111111111111
2452-4638,S4390297081,153,117,4,0.26506024096385544,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],2,False,[],2021-04-13T00:00:00,2025-10-31T23:40:09.989599,Revista Reflexión e Investigación Educacional,,,journal,,[],Revista Reflexión e Investigación Educacional,revistas.ubiobio.cl,124,23,0.9435483870967742,1.2338709677419355
0718-2058;0718-2279,S2738533677,852,935,12,0.125,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],16,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Anuario de Derechos Humanos,http://www.anuariocdh.uchile.cl/,,journal,,[],Anuario de Derechos Humanos,anuariocdh.uchile.cl,445,23,2.101123595505618,1.9146067415730337
2735-6620,S4210184370,98,112,5,0.4915254237288136,True,,True,True,,[],,,[],1,False,"[{'year': 2025, 'works_count': 12, 'cited_by_count': 0}, {'year': 2024, 'works_count': 24, 'cited_by_count': 13}, {'year': 2023, 'works_count': 23, 'cited_by_count': 16}, {'year': 2022, 'works_count': 14, 'cited_by_count': 15}, {'year': 2021, 'works_count': 25, 'cited_by_count': 68}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Propuestas Críticas en Trabajo Social - Critical Proposals in Social Work,https://revistapropuestascriticas.uchile.cl,,journal,,['Critical proposals in social work'],Propuestas Críticas en Trabajo Social-Critical Proposals in Social Work,revistapropuestascriticas.uchile.cl,90,23,1.2444444444444445,1.0888888888888888
0717-408X;0719-4013,S4210205299,206,556,11,0.8133333333333334,True,,True,True,,[],,,[],12,False,"[{'year': 2025, 'works_count': 23, 'cited_by_count': 0}, {'year': 2024, 'works_count': 28, 'cited_by_count': 14}, {'year': 2023, 'works_count': 24, 'cited_by_count': 47}, {'year': 2022, 'works_count': 37, 'cited_by_count': 74}, {'year': 2021, 'works_count': 24, 'cited_by_count': 74}, {'year': 2020, 'works_count': 19, 'cited_by_count': 134}, {'year': 2019, 'works_count': 20, 'cited_by_count': 128}, {'year': 2018, 'works_count': 19, 'cited_by_count': 57}, {'year': 2017, 'works_count': 11, 'cited_by_count': 28}, {'year': 2013, 'works_count': 1, 'cited_by_count': 0}]",2021-05-24T00:00:00,2025-10-27T03:11:17.418693,Ciencias de la actividad física,,,journal,,[],Revista Ciencias de la Actividad Física UCM,revistacaf.ucm.cl,313,23,1.7763578274760383,0.65814696485623
0717-3326;0718-1957,S1034789842,1087,9181,34,0.9433962264150944,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],348,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de biología marina y oceanografía,https://www.revbiolmar.cl,,journal,,[],Revista de Biología Marina y Oceanografía,revistas.uv.cl,276,23,33.26449275362319,3.9384057971014492
0719-790X,S4210194294,124,40,3,0.12244897959183673,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 0}, {'year': 2024, 'works_count': 18, 'cited_by_count': 3}, {'year': 2023, 'works_count': 22, 'cited_by_count': 3}, {'year': 2022, 'works_count': 3, 'cited_by_count': 1}, {'year': 2021, 'works_count': 12, 'cited_by_count': 1}, {'year': 2020, 'works_count': 19, 'cited_by_count': 12}, {'year': 2019, 'works_count': 15, 'cited_by_count': 6}, {'year': 2018, 'works_count': 6, 'cited_by_count': 7}, {'year': 2017, 'works_count': 13, 'cited_by_count': 6}, {'year': 2016, 'works_count': 7, 'cited_by_count': 1}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Resonancias Revista de Filosofía,https://resonancias.uchile.cl/,,journal,,[],Resonancias. Revista de Filosofía,resonancias.uchile.cl,136,22,0.29411764705882354,0.9117647058823529
0717-4691;0718-2236,S4210174102,456,2547,22,0.21428571428571427,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],72,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Última Década,http://www.scielo.cl/udecada.htm,,journal,,[],Última Década,ultimadecada.uchile.cl,557,22,4.572710951526032,0.8186714542190305
0716-7415;0719-8027,S4210230621,341,221,6,0.828125,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Revista Política y Estrategia,http://www.politicayestrategia.cl,,journal,,[],Revista Política y Estrategia,www.politicayestrategia.cl,236,22,0.9364406779661016,1.444915254237288
0718-4034;0719-4463,S4210226027,215,73,3,0.07317073170731707,True,,False,False,,[],,,[],1,False,"[{'year': 2024, 'works_count': 31, 'cited_by_count': 1}, {'year': 2023, 'works_count': 22, 'cited_by_count': 5}, {'year': 2022, 'works_count': 33, 'cited_by_count': 5}, {'year': 2021, 'works_count': 24, 'cited_by_count': 1}, {'year': 2017, 'works_count': 1, 'cited_by_count': 0}, {'year': 2016, 'works_count': 12, 'cited_by_count': 19}, {'year': 2015, 'works_count': 13, 'cited_by_count': 8}, {'year': 2014, 'works_count': 20, 'cited_by_count': 6}, {'year': 2013, 'works_count': 15, 'cited_by_count': 11}, {'year': 2012, 'works_count': 15, 'cited_by_count': 17}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Márgenes Espacio Arte y Sociedad,,,journal,,[],Márgenes. Espacio Arte y Sociedad,rhv.uv.cl,190,22,0.38421052631578945,1.131578947368421
0719-983X,S4210224888,167,88,4,0.15254237288135594,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 15, 'cited_by_count': 0}, {'year': 2024, 'works_count': 21, 'cited_by_count': 2}, {'year': 2023, 'works_count': 23, 'cited_by_count': 7}, {'year': 2022, 'works_count': 26, 'cited_by_count': 38}, {'year': 2021, 'works_count': 21, 'cited_by_count': 6}, {'year': 2020, 'works_count': 23, 'cited_by_count': 5}, {'year': 2019, 'works_count': 20, 'cited_by_count': 22}, {'year': 2018, 'works_count': 18, 'cited_by_count': 8}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Stultifera,http://revistas.uach.cl/index.php/revstul/index,,journal,,['De humanidades y ciencias sociales.'],Revista stultifera,revistas.uach.cl,137,22,0.6423357664233577,1.218978102189781
2452-4344,S4387292118,14,3,1,0.21428571428571427,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Derecho Aplicado LLM UC,,,journal,,[],Revista de Derecho Aplicado LLM UC,ojs.uc.cl,94,22,0.031914893617021274,0.14893617021276595
0379-8682;0718-3402,S32100302,935,5407,32,0.3484848484848485,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],165,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de geografía Norte Grande,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-3402&lng=es&nrm=iso,,journal,,[],Revista de Geografía Norte Grande,revistanortegrande.uc.cl,1098,22,4.924408014571949,0.8515482695810564
0719-2932,S4387289646,49,18,2,0.3076923076923077,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Planeo,,,journal,,[],Revista Planeo,revistadelaconstruccion.uc.cl,39,22,0.46153846153846156,1.2564102564102564
0719-7160,S4210192161,202,116,3,0.08108108108108109,True,,True,False,,[],,,[],1,False,"[{'year': 2024, 'works_count': 9, 'cited_by_count': 0}, {'year': 2023, 'works_count': 12, 'cited_by_count': 3}, {'year': 2022, 'works_count': 33, 'cited_by_count': 3}, {'year': 2021, 'works_count': 9, 'cited_by_count': 4}, {'year': 2020, 'works_count': 9, 'cited_by_count': 1}, {'year': 2019, 'works_count': 23, 'cited_by_count': 4}, {'year': 2018, 'works_count': 20, 'cited_by_count': 4}, {'year': 2017, 'works_count': 25, 'cited_by_count': 9}, {'year': 2016, 'works_count': 31, 'cited_by_count': 78}, {'year': 2015, 'works_count': 15, 'cited_by_count': 10}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista latinoamericana de derecho y religión,http://www.revistalatderechoyreligion.com/ojs/ojs-2.4.6/index.php/RLDR,,journal,,[],Revista Latinoamericana de Derecho y Religión,revistalatderechoyreligion.uc.cl,196,22,0.5918367346938775,1.030612244897959
0718-5693,S4210188556,47,71,5,0.47619047619047616,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Gestión de las Personas y Tecnología,http://www.revistas.usach.cl/ojs/index.php/revistagpt/index,,journal,,['Revista GTP'],Revista Gestión de las Personas y Tecnología,www.revistas.usach.cl,358,21,0.19832402234636873,0.13128491620111732
0717-4357;0718-8749,S4210239685,0,0,0,0.0,True,,True,False,,[],,,[],0,False,[],,,Cuadernos Judaicos,,,journal,,['Serie cuadernos judaicos'],Cuadernos Judaicos,cuadernosjudaicos.uchile.cl,340,21,0.0,0.0
0719-3904;0719-532X,S4210212991,448,429,6,0.37735849056603776,True,,True,False,,[],,,[],2,False,"[{'year': 2023, 'works_count': 26, 'cited_by_count': 15}, {'year': 2022, 'works_count': 24, 'cited_by_count': 12}, {'year': 2021, 'works_count': 51, 'cited_by_count': 54}, {'year': 2020, 'works_count': 55, 'cited_by_count': 40}, {'year': 2019, 'works_count': 64, 'cited_by_count': 39}, {'year': 2018, 'works_count': 187, 'cited_by_count': 264}, {'year': 2017, 'works_count': 4, 'cited_by_count': 0}, {'year': 2016, 'works_count': 4, 'cited_by_count': 0}, {'year': 2015, 'works_count': 4, 'cited_by_count': 0}, {'year': 2014, 'works_count': 2, 'cited_by_count': 0}]",2021-01-18T00:00:00,2025-10-27T03:11:17.418693,International Journal of Medical and Surgical Sciences,http://www.ijmss.org,,journal,,['IJMSS'],International Journal of Medical and Surgical Sciences,revistas.uautonoma.cl,396,21,1.0833333333333333,1.1313131313131313
0717-3229;2735-7279,S4210175805,362,415,10,0.4246575342465753,True,,True,True,,[],,,[],12,False,"[{'year': 2024, 'works_count': 25, 'cited_by_count': 6}, {'year': 2023, 'works_count': 21, 'cited_by_count': 22}, {'year': 2022, 'works_count': 15, 'cited_by_count': 12}, {'year': 2021, 'works_count': 49, 'cited_by_count': 38}, {'year': 2020, 'works_count': 20, 'cited_by_count': 6}, {'year': 2019, 'works_count': 15, 'cited_by_count': 3}, {'year': 2018, 'works_count': 116, 'cited_by_count': 177}, {'year': 2017, 'works_count': 55, 'cited_by_count': 135}, {'year': 2016, 'works_count': 18, 'cited_by_count': 13}, {'year': 2008, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Enfoques Educacionales,,,journal,,[],Revista Enfoques Educacionales,enfoqueseducacionales.uchile.cl,310,21,1.3387096774193548,1.167741935483871
0718-0527,S2736628705,462,746,11,0.13953488372093023,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],16,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista MAD,http://www.revistamad.uchile.cl/,,journal,,['Revista del Magister en Análisis Sistémico Aplicado a la Sociedad'],MAD,revistamad.uchile.cl,358,21,2.083798882681564,1.2905027932960893
0719-997X,S4210197872,65,27,2,0.2222222222222222,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 12, 'cited_by_count': 0}, {'year': 2024, 'works_count': 13, 'cited_by_count': 2}, {'year': 2023, 'works_count': 20, 'cited_by_count': 8}, {'year': 2022, 'works_count': 7, 'cited_by_count': 5}, {'year': 2021, 'works_count': 7, 'cited_by_count': 5}, {'year': 2019, 'works_count': 1, 'cited_by_count': 0}, {'year': 2018, 'works_count': 5, 'cited_by_count': 7}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Amoxtli,http://amoxtli.cl/,,journal,,['Revista de historia de la edición y la lectura'],Amoxtli,revistas.uft.cl,76,21,0.35526315789473684,0.8552631578947368
0718-8447;2452-4298,S4210185674,186,359,9,1.098360655737705,True,,True,True,,[],,,[],8,True,"[{'year': 2025, 'works_count': 18, 'cited_by_count': 0}, {'year': 2024, 'works_count': 21, 'cited_by_count': 18}, {'year': 2023, 'works_count': 22, 'cited_by_count': 49}, {'year': 2022, 'works_count': 21, 'cited_by_count': 36}, {'year': 2021, 'works_count': 20, 'cited_by_count': 79}, {'year': 2020, 'works_count': 19, 'cited_by_count': 32}, {'year': 2019, 'works_count': 21, 'cited_by_count': 80}, {'year': 2018, 'works_count': 26, 'cited_by_count': 50}, {'year': 2017, 'works_count': 18, 'cited_by_count': 15}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Diseña,,,journal,,"['Revista Escuela de Diseño, Pontificia Universidad Católica de Chile.', 'Revista Escuela de Diseño, Pontificia Universidad Católica de Chile']",Diseña,www.revistadisena.uc.cl,176,21,2.039772727272727,1.0568181818181819
2452-6037,S4210201307,132,110,4,0.10204081632653061,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 11, 'cited_by_count': 0}, {'year': 2024, 'works_count': 18, 'cited_by_count': 0}, {'year': 2023, 'works_count': 20, 'cited_by_count': 5}, {'year': 2022, 'works_count': 26, 'cited_by_count': 12}, {'year': 2021, 'works_count': 32, 'cited_by_count': 76}, {'year': 2020, 'works_count': 25, 'cited_by_count': 17}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Ethika+,,,journal,,[],Revista Ethika+,revistaethika.uchile.cl,120,20,0.9166666666666666,1.1
0719-0700,S4210233440,166,476,9,1.5,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],7,False,[],2025-10-10T00:00:00,2025-11-02T23:13:26.583910,Revista Hábitat Sustentable,http://www.revistahabitatsustentable.cl,,journal,,[],Hábitat Sustentable,revistas.ubiobio.cl,219,20,2.17351598173516,0.7579908675799086
0718-4166;0719-7748,S4210215562,53,34,3,0.0,True,,True,False,,[],,,[],0,False,"[{'year': 2005, 'works_count': 10, 'cited_by_count': 5}, {'year': 2004, 'works_count': 8, 'cited_by_count': 8}, {'year': 2002, 'works_count': 10, 'cited_by_count': 5}, {'year': 2000, 'works_count': 8, 'cited_by_count': 6}, {'year': 1999, 'works_count': 9, 'cited_by_count': 6}, {'year': 1998, 'works_count': 4, 'cited_by_count': 1}, {'year': 1995, 'works_count': 4, 'cited_by_count': 3}]",2016-06-24T00:00:00,2025-10-10T17:16:08.811792,Revista Liminales Escritos sobre Psicología y Sociedad,,,journal,,['Revista electrónica Escuela de Psicología Universidad Central de Chile'],Revista Liminales. Escritos sobre Psicología y Sociedad,revistafacso.ucentral.cl,203,20,0.16748768472906403,0.26108374384236455
0718-4182;0719-7721,S4210211769,141,188,7,0.3877551020408163,True,,True,True,,[],,,[],4,False,"[{'year': 2024, 'works_count': 27, 'cited_by_count': 5}, {'year': 2023, 'works_count': 22, 'cited_by_count': 14}, {'year': 2022, 'works_count': 26, 'cited_by_count': 52}, {'year': 2021, 'works_count': 32, 'cited_by_count': 69}, {'year': 2020, 'works_count': 34, 'cited_by_count': 48}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,RUMBOS TS Un Espacio Crítico para la Reflexión en Ciencias Sociales,http://revistafacso.ucentral.cl/index.php/rumbos/index,,journal,,['Un espacio crítico para la reflexión en ciencias sociales'],Rumbos TS. Un espacio crítico para la reflexión en Ciencias Sociales,revistafacso.ucentral.cl,337,20,0.5578635014836796,0.41839762611275966
0718-9753,S4210175593,1263,1047,11,0.10852713178294573,True,,True,True,,[],,,[],17,False,"[{'year': 2002, 'works_count': 12, 'cited_by_count': 3}, {'year': 2001, 'works_count': 20, 'cited_by_count': 23}, {'year': 2000, 'works_count': 26, 'cited_by_count': 6}, {'year': 1999, 'works_count': 48, 'cited_by_count': 12}, {'year': 1998, 'works_count': 25, 'cited_by_count': 6}, {'year': 1997, 'works_count': 23, 'cited_by_count': 10}, {'year': 1996, 'works_count': 18, 'cited_by_count': 4}, {'year': 1995, 'works_count': 1, 'cited_by_count': 0}, {'year': 1994, 'works_count': 2, 'cited_by_count': 0}, {'year': 1993, 'works_count': 2, 'cited_by_count': 1}]",2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Revista de derecho (Coquimbo),http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-0950&lng=en&nrm=iso,,journal,,[],Revista de derecho (Coquimbo),revistaderecho.ucn.cl,743,20,1.4091520861372813,1.6998654104979811
0717-4659;0719-4692,S4210169275,309,409,7,0.30357142857142855,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],4,False,[],2021-12-06T00:00:00,2025-10-27T03:07:04.448195,Revista Chilena de Fonoaudiología,http://www.revfono.uchile.cl/,,journal,,[],Revista Chilena de Fonoaudiología,revfono.uchile.cl,231,20,1.7705627705627707,1.3376623376623376
2452-5162,S4210198815,138,59,4,0.21818181818181817,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 10, 'cited_by_count': 1}, {'year': 2024, 'works_count': 24, 'cited_by_count': 4}, {'year': 2023, 'works_count': 21, 'cited_by_count': 7}, {'year': 2022, 'works_count': 24, 'cited_by_count': 8}, {'year': 2021, 'works_count': 30, 'cited_by_count': 27}, {'year': 2020, 'works_count': 29, 'cited_by_count': 12}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Historia Agraria de América Latina,,,journal,,['HAAL'],Historia Agraria de América Latina,haal.cl,114,20,0.5175438596491229,1.2105263157894737
0719-9805,S4210208668,32,21,3,0.3333333333333333,True,,True,True,,[],,,[],0,False,"[{'year': 2024, 'works_count': 1, 'cited_by_count': 1}, {'year': 2023, 'works_count': 8, 'cited_by_count': 2}, {'year': 2022, 'works_count': 5, 'cited_by_count': 0}, {'year': 2021, 'works_count': 6, 'cited_by_count': 0}, {'year': 2020, 'works_count': 3, 'cited_by_count': 4}, {'year': 2019, 'works_count': 9, 'cited_by_count': 14}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Arboles y Rizomas,http://www.revistas.usach.cl/ojs/index.php/rizomas,,journal,,['Revista de estudios literarios y lingüísticos'],Arboles y Rizomas,www.revistas.usach.cl,111,20,0.1891891891891892,0.2882882882882883
0716-0909;0717-6848,S179037442,570,508,7,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],4,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Acta literaria,http://www.scielo.cl/actalit.htm,,journal,,[],Acta Literaria,revistas.udec.cl,451,20,1.1263858093126387,1.2638580931263859
0717-5051,S2739459161,677,952,12,1.0196078431372548,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],15,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de Urbanismo,http://revistaurbanismo.uchile.cl,,journal,,['Revista electrónica del Departamento de Urbanismo'],Revista de Urbanismo,revistaurbanismo.uchile.cl,466,20,2.0429184549356223,1.4527896995708154
0378-8482;0719-9562,S4210171823,120,80,4,0.18333333333333332,True,,True,False,,[],,,[],1,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 0}, {'year': 2024, 'works_count': 23, 'cited_by_count': 3}, {'year': 2023, 'works_count': 28, 'cited_by_count': 8}, {'year': 2022, 'works_count': 12, 'cited_by_count': 6}, {'year': 2021, 'works_count': 21, 'cited_by_count': 31}, {'year': 2020, 'works_count': 11, 'cited_by_count': 4}, {'year': 2019, 'works_count': 11, 'cited_by_count': 24}, {'year': 2018, 'works_count': 5, 'cited_by_count': 4}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Geográfica de Chile Terra Australis,https://www.revistaterraaustralis.cl/index.php/rgch,,journal,,['Terra Australis. Revista geográfica de Chile'],Revista Geográfica de Chile Terra Australis,www.revistaterraaustralis.cl,90,20,0.8888888888888888,1.3333333333333333
2810-6245,S4387286743,66,6,1,0.07272727272727272,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Historia y Patrimonio,,,journal,,[],Revista Historia y Patrimonio,rhp.uchile.cl,42,20,0.14285714285714285,1.5714285714285714
2810-6210,S4387291577,55,8,1,0.14545454545454545,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,REVISTA CIENTÍFICA CUADERNOS DE INVESTIGACIÓN,,,journal,,[],Revista Científica Cuadernos de Investigación,cuadernosdeinvestigacion.unach.cl,35,20,0.22857142857142856,1.5714285714285714
0717-3997;0718-3607,S4210172960,227,482,8,0.6538461538461539,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],4,False,[],2025-10-10T00:00:00,2025-11-01T23:14:30.719253,Revista Urbano,http://www.revistaurbano.cl,,journal,,[],Urbano,revistas.ubiobio.cl,637,19,0.7566718995290423,0.3563579277864992
0719-8051,S4210192782,158,81,3,0.24,True,,True,True,,[],,,[],1,False,"[{'year': 2024, 'works_count': 18, 'cited_by_count': 1}, {'year': 2023, 'works_count': 21, 'cited_by_count': 11}, {'year': 2022, 'works_count': 16, 'cited_by_count': 20}, {'year': 2021, 'works_count': 17, 'cited_by_count': 11}, {'year': 2020, 'works_count': 19, 'cited_by_count': 13}, {'year': 2019, 'works_count': 17, 'cited_by_count': 10}, {'year': 2018, 'works_count': 15, 'cited_by_count': 11}, {'year': 2017, 'works_count': 13, 'cited_by_count': 4}, {'year': 2016, 'works_count': 6, 'cited_by_count': 0}, {'year': 2015, 'works_count': 5, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-11-01T23:14:30.719253,Castalia - Revista de Psicología de la Academia,,,journal,,['Revista de psicología de la Academia'],Castalia - Revista de Psicología de la Academia,revistas.academia.cl,150,19,0.54,1.0533333333333332
2452-5839,S4210220070,109,56,4,0.3787878787878788,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-30T23:39:23.326872,Revista Chilena de Enfermería,https://revistachilenaenfermeria.uchile.cl/,,journal,,['RchE'],Revista Chilena de Enfermería,revistachilenaenfermeria.uchile.cl,73,19,0.7671232876712328,1.4931506849315068
0716-2138;0718-8471,S190006864,607,145,5,0.05128205128205128,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Byzantion nea hellás,http://www.byzantion.uchile.cl/,,journal,,[],Byzantion Nea Hellás,byzantion.uchile.cl,668,19,0.21706586826347304,0.9086826347305389
0718-2805;0718-2813,S4210227506,246,549,11,0.12727272727272726,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],15,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Obras y proyectos,,,journal,,['Revista de ingeniería civil'],Obras y Proyectos,revistas.ucsc.cl,109,19,5.036697247706422,2.256880733944954
