issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error,is_oa,is_in_doaj,apc_usd,apc_prices,host_organization_name,host_organization,societies,i10_index,is_core,counts_by_year,created_date,updated_date,display_name,homepage_url,country_code,type,abbreviated_title,alternate_titles,context_name,dominio,total_historico,record_count_2023,indice_visibilidad,tasa_indexacion_openalex
0719-1820;0719-1839,S4210209537,142,311,7,0.25,True,,True,False,,[],,,[],6,False,"[{'year': 2025, 'works_count': 1, 'cited_by_count': 0}, {'year': 2024, 'works_count': 9, 'cited_by_count': 3}, {'year': 2023, 'works_count': 6, 'cited_by_count': 1}, {'year': 2022, 'works_count': 10, 'cited_by_count': 7}, {'year': 2021, 'works_count': 14, 'cited_by_count': 33}, {'year': 2020, 'works_count': 99, 'cited_by_count': 266}, {'year': 2019, 'works_count': 1, 'cited_by_count': 0}, {'year': 2018, 'works_count': 1, 'cited_by_count': 1}, {'year': 2017, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Gestión Pública,,,journal,,[],Revista de Gestión Pública,revistas.uv.cl,140,11,2.2214285714285715,1.0142857142857142
0716-5714;0719-5117,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista de Orientación Educacional,www.roeupla.cl,118,11,0.0,0.0
0718-9656,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Enfoques: Ciencia Política y Administración Pública,www.revistaenfoques.cl,345,11,0.0,0.0
0719-2215;0719-689X,S4306526289,139,27,2,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista chilena de estudios medievales,http://revistas.ugm.cl/index.php/rcem,,journal,,[],Revista Chilena de Estudios Medievales,revistas.ugm.cl,223,10,0.1210762331838565,0.6233183856502242
0718-0446;0719-448X,S4210170080,332,952,13,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],19,False,[],2025-10-10T00:00:00,2025-11-02T23:13:26.583910,Summa Psicológica,http://summapsicologica.cl/index.php/summa,,journal,,['Summa psicológica Universidad Santo Tomás'],Summa Psicológica,summapsicologica.cl,329,10,2.893617021276596,1.0091185410334347
0719-4714;0719-4803,S4210185565,104,116,5,0.125,True,,True,False,,[],,,[],1,False,"[{'year': 2023, 'works_count': 10, 'cited_by_count': 2}, {'year': 2022, 'works_count': 14, 'cited_by_count': 18}, {'year': 2021, 'works_count': 4, 'cited_by_count': 0}, {'year': 2020, 'works_count': 8, 'cited_by_count': 18}, {'year': 2019, 'works_count': 10, 'cited_by_count': 7}, {'year': 2018, 'works_count': 8, 'cited_by_count': 9}, {'year': 2017, 'works_count': 10, 'cited_by_count': 13}, {'year': 2016, 'works_count': 8, 'cited_by_count': 14}, {'year': 2015, 'works_count': 10, 'cited_by_count': 13}, {'year': 2014, 'works_count': 8, 'cited_by_count': 21}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Economía y Política,http://www.economiaypolitica.cl,,journal,,[],Economía y Política,www.economiaypolitica.cl,85,10,1.3647058823529412,1.223529411764706
0716-9884,S4210186410,112,252,3,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],1,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Cuadernos de Filosofía,http://revistascientificas.filo.uba.ar/index.php/CdF/index,,journal,,[],Cuadernos de Filosofía,revistas.udec.cl,135,10,1.8666666666666667,0.8296296296296296
0716-5927;0718-8870,S4210218825,191,731,12,0.72,True,,True,False,,[],,,[],19,False,"[{'year': 1997, 'works_count': 1, 'cited_by_count': 5}, {'year': 1996, 'works_count': 2, 'cited_by_count': 3}, {'year': 1994, 'works_count': 1, 'cited_by_count': 21}, {'year': 1992, 'works_count': 1, 'cited_by_count': 3}, {'year': 1991, 'works_count': 4, 'cited_by_count': 1}, {'year': 1990, 'works_count': 2, 'cited_by_count': 0}, {'year': 1989, 'works_count': 1, 'cited_by_count': 12}, {'year': 1988, 'works_count': 1, 'cited_by_count': 0}, {'year': 1987, 'works_count': 3, 'cited_by_count': 1}, {'year': 1986, 'works_count': 1, 'cited_by_count': 0}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de análisis económico,http://www.scielo.cl/revistas.htm,,journal,,['Economic analysis review'],Economic Analysis Review,www.rae-ear.org,450,10,1.6244444444444444,0.42444444444444446
0719-5761,S4210185397,74,58,2,0.0,True,,True,False,,[],,,[],1,False,"[{'year': 2025, 'works_count': 3, 'cited_by_count': 0}, {'year': 2021, 'works_count': 38, 'cited_by_count': 14}, {'year': 2020, 'works_count': 33, 'cited_by_count': 44}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Applied Sciences in Dentistry,https://revistas.uv.cl/index.php/asid,,journal,,[],Applied Sciences in Dentistry,revistas.uv.cl,106,10,0.5471698113207547,0.6981132075471698
2452-4301,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],"Trenzar. Revista de Educación Popular, Pedagogía Crítica e Investigación Militante (ISSN 2452-4301)",revistatrenzar.cl,51,10,0.0,0.0
0719-3084;0719-9910,S4210208356,80,45,3,0.125,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 7, 'cited_by_count': 0}, {'year': 2023, 'works_count': 9, 'cited_by_count': 2}, {'year': 2022, 'works_count': 4, 'cited_by_count': 4}, {'year': 2021, 'works_count': 8, 'cited_by_count': 15}, {'year': 2020, 'works_count': 18, 'cited_by_count': 12}, {'year': 2019, 'works_count': 28, 'cited_by_count': 9}, {'year': 2017, 'works_count': 6, 'cited_by_count': 3}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Investigación Aplicada en Ciencias Empresariales,https://iace.uv.cl/index.php/IACE/index,,journal,,[],Revista de Investigación Aplicada en Ciencias Empresariales,iace.uv.cl,90,10,0.5,0.8888888888888888
2444-9067;2445-0308,S4210196444,158,348,9,0.45454545454545453,True,,True,True,,[],,,[],8,False,"[{'year': 2024, 'works_count': 7, 'cited_by_count': 1}, {'year': 2023, 'works_count': 11, 'cited_by_count': 9}, {'year': 2022, 'works_count': 7, 'cited_by_count': 6}, {'year': 2021, 'works_count': 26, 'cited_by_count': 58}, {'year': 2020, 'works_count': 22, 'cited_by_count': 66}, {'year': 2019, 'works_count': 19, 'cited_by_count': 52}, {'year': 2018, 'works_count': 18, 'cited_by_count': 36}, {'year': 2017, 'works_count': 20, 'cited_by_count': 75}, {'year': 2016, 'works_count': 12, 'cited_by_count': 8}, {'year': 2015, 'works_count': 12, 'cited_by_count': 37}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,European journal of health research,https://revistas.uautonoma.cl/index.php/ejhr,,journal,,"['EJHR', 'EJHS']",European Journal of Health Research,revistas.uautonoma.cl,129,10,2.697674418604651,1.2248062015503876
2340-924X,S4210199634,159,378,8,0.32,True,,True,False,,[],,,[],7,True,"[{'year': 2023, 'works_count': 12, 'cited_by_count': 7}, {'year': 2021, 'works_count': 17, 'cited_by_count': 81}, {'year': 2020, 'works_count': 17, 'cited_by_count': 26}, {'year': 2019, 'works_count': 22, 'cited_by_count': 79}, {'year': 2018, 'works_count': 12, 'cited_by_count': 41}, {'year': 2017, 'works_count': 11, 'cited_by_count': 22}, {'year': 2016, 'works_count': 9, 'cited_by_count': 30}, {'year': 2015, 'works_count': 8, 'cited_by_count': 15}, {'year': 2014, 'works_count': 16, 'cited_by_count': 25}, {'year': 2013, 'works_count': 22, 'cited_by_count': 51}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,European Journal of Child Development Education and Psychopathology,,,journal,,['EJPAD'],"European Journal of Child Development, Education and Psychopathology",revistas.uautonoma.cl,113,10,3.3451327433628317,1.407079646017699
0033-698X;0718-4883,S1032369396,625,2015,20,0.4482758620689655,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],51,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,RLA. Revista de lingüística teórica y aplicada,,,journal,,['Revista de lingüística teórica y aplicada'],RLA. Revista de Lingüística Teórica y Aplicada,revistas.udec.cl,109,9,18.486238532110093,5.73394495412844
0719-1790,S4210235114,255,300,7,0.2564102564102564,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista iberoamericana de estudios municipales,http://revistariem.cl/index.php/riem/index,,journal,,['RIEM'],Revista Iberoamericana de Estudios Municipales,revistas.uautonoma.cl,180,9,1.6666666666666667,1.4166666666666667
0027-3910;0719-935X,S4210173829,949,1872,17,0.41379310344827586,True,,True,False,,[],,,[],45,False,"[{'year': 1930, 'works_count': 11, 'cited_by_count': 14}, {'year': 1919, 'works_count': 16, 'cited_by_count': 4}, {'year': 1917, 'works_count': 12, 'cited_by_count': 8}, {'year': 1916, 'works_count': 12, 'cited_by_count': 8}, {'year': 1915, 'works_count': 9, 'cited_by_count': 3}, {'year': 1914, 'works_count': 22, 'cited_by_count': 16}, {'year': 1913, 'works_count': 41, 'cited_by_count': 14}, {'year': 1912, 'works_count': 16, 'cited_by_count': 5}, {'year': 1911, 'works_count': 16, 'cited_by_count': 20}, {'year': 1910, 'works_count': 27, 'cited_by_count': 21}]",2016-11-11T00:00:00,2025-10-27T03:11:17.418693,Boletín Museo Nacional de Historia Natural,http://publicaciones.mnhn.cl,,journal,,[],Boletín Museo Nacional de Historia Natural,boletinmnhn.cl,932,9,2.0085836909871246,1.0182403433476395
0719-3114,S4210207313,639,785,9,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],9,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Boletín micológico,https://revistas.uv.cl/index.php/Bolmicol,,journal,,[],Boletín Micológico,revistas.uv.cl,571,9,1.3747810858143608,1.1190893169877407
0719-1146;2735-7317,S4387286042,75,6,1,0.02631578947368421,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista summa de arithmetica,,,journal,,[],Revista summa de arithmetica,www.revista-sda.cl,51,9,0.11764705882352941,1.4705882352941178
0718-1191;2452-607X,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Boletín Científico Tecnológico,boletincientifico.cl,44,9,0.0,0.0
0719-9902,S4404669686,62,2,1,0.043478260869565216,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Grecorromana:,http://www.grecorromana.cl,,journal,,['Grecorromana (Viña del Mar)'],Grecorromana. Revista Chilena de Estudios Clásicos,grecorromana.unab.cl,44,9,0.045454545454545456,1.4090909090909092
2810-6253;2810-6369,S4404662418,31,1,1,0.05,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Relatos,https://biblioteca.unab.cl/acceso/Revista_to_octubre/,,journal,,['Revista Relatos (En línea)'],Revista Relatos,relatos.unab.cl,20,9,0.05,1.55
0719-8728,S4210226619,92,37,3,0.15789473684210525,True,,True,False,,[],,,[],1,False,"[{'year': 2025, 'works_count': 11, 'cited_by_count': 0}, {'year': 2024, 'works_count': 18, 'cited_by_count': 3}, {'year': 2023, 'works_count': 9, 'cited_by_count': 3}, {'year': 2022, 'works_count': 9, 'cited_by_count': 11}, {'year': 2021, 'works_count': 15, 'cited_by_count': 2}, {'year': 2020, 'works_count': 6, 'cited_by_count': 0}, {'year': 2019, 'works_count': 10, 'cited_by_count': 1}, {'year': 2018, 'works_count': 7, 'cited_by_count': 8}, {'year': 2017, 'works_count': 7, 'cited_by_count': 9}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Steiniana revista de estudios interdisciplinarios,http://revistasteiniana.uc.cl/es/,,journal,,['Revista de estudios interdisciplinarios'],STEINIANA: Revista de Estudios Interdisciplinarios,revistasteiniana.uc.cl,74,9,0.5,1.2432432432432432
0719-515X;2452-5928,S4387284197,60,23,3,0.06666666666666667,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Base Diseño e Innovación,,,journal,,[],Base Diseño e Innovación,revistas.udd.cl,232,8,0.09913793103448276,0.25862068965517243
2452-5448,S4210232693,62,99,5,1.2272727272727273,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 8, 'cited_by_count': 0}, {'year': 2024, 'works_count': 6, 'cited_by_count': 3}, {'year': 2023, 'works_count': 8, 'cited_by_count': 24}, {'year': 2022, 'works_count': 9, 'cited_by_count': 12}, {'year': 2021, 'works_count': 20, 'cited_by_count': 15}, {'year': 2020, 'works_count': 11, 'cited_by_count': 45}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Chilena de Educación Matemática,https://www.sochiem.cl/revista-rechiem/index.php/rechiem/index,,journal,,['RECHIEM'],Revista Chilena de Educación Matemática,www.sochiem.cl,51,8,1.9411764705882353,1.2156862745098038
0718-7017;0719-5389,S4210185673,95,29,3,0.05714285714285714,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 18, 'cited_by_count': 0}, {'year': 2023, 'works_count': 17, 'cited_by_count': 2}, {'year': 2022, 'works_count': 15, 'cited_by_count': 7}, {'year': 2021, 'works_count': 16, 'cited_by_count': 6}, {'year': 2020, 'works_count': 15, 'cited_by_count': 8}, {'year': 2019, 'works_count': 14, 'cited_by_count': 6}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Neuma,,,journal,,['Revista de música y docencia musical'],Neuma (Talca),neuma.utalca.cl,239,8,0.12133891213389121,0.39748953974895396
2452-4247;2452-4255,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Mirador Mundial,www.politicayestrategia.cl,48,8,0.0,0.0
2810-6636,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Vincularte,revistavincularte.cl,77,8,0.0,0.0
2810-6164,S4387285819,38,14,2,0.3888888888888889,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Educación Estadística,,,journal,,[],Revista de Educación Estadística,revistaucmaule.ucm.cl,27,8,0.5185185185185185,1.4074074074074074
0716-8446,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Scientia,revistas.usm.cl,45,8,0.0,0.0
0717-9936;0718-9397,S4387291821,114,76,4,0.0,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Akadèmeia,,,journal,,[],Revista Akadèmeia,revistas.ugm.cl,102,7,0.7450980392156863,1.1176470588235294
0719-7438,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Polyphōnía. Revista de Educación Inclusiva / Polyphōnía. Journal of Inclusive Education,revista.celei.cl,131,7,0.0,0.0
0719-1707;2810-6660,S4393919651,75,13,2,0.11940298507462686,True,Timeout,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-30T23:39:23.326872,Revista ContexTO/Contexto,,,journal,,[],Contexto,www.revistacontextoucen.cl,53,7,0.24528301886792453,1.4150943396226414
0719-5737,S4387291892,28,0,0,0.0,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES Y MULTIDISCIPLINARIA,,,journal,,[],REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES Y MULTIDISCIPLINARIA,100cs.cl,157,7,0.0,0.17834394904458598
0719-5729,S4387285479,34,6,1,0.08695652173913043,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Observatorio del Deporte,,,journal,,[],Revista Observatorio del Deporte,revistaobservatoriodeldeporte.cl,254,7,0.023622047244094488,0.13385826771653545
0717-0653;0719-0816,S4210238646,226,339,8,0.14285714285714285,True,,True,True,,[],,,[],5,False,"[{'year': 2023, 'works_count': 7, 'cited_by_count': 1}, {'year': 2022, 'works_count': 17, 'cited_by_count': 35}, {'year': 2021, 'works_count': 17, 'cited_by_count': 30}, {'year': 2020, 'works_count': 150, 'cited_by_count': 249}, {'year': 2019, 'works_count': 18, 'cited_by_count': 23}, {'year': 2018, 'works_count': 13, 'cited_by_count': 0}, {'year': 2016, 'works_count': 2, 'cited_by_count': 0}, {'year': 2012, 'works_count': 1, 'cited_by_count': 0}, {'year': 2006, 'works_count': 1, 'cited_by_count': 1}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Estudios de Administración,https://estudiosdeadministracion.uchile.cl/index.php/EDA/index,,journal,,[],Estudios de Administración,estudiosdeadministracion.uchile.cl,205,7,1.6536585365853658,1.102439024390244
2452-5340,S4210213301,103,76,4,0.2619047619047619,True,,True,True,,[],,,[],1,False,"[{'year': 2025, 'works_count': 10, 'cited_by_count': 1}, {'year': 2024, 'works_count': 20, 'cited_by_count': 6}, {'year': 2023, 'works_count': 12, 'cited_by_count': 4}, {'year': 2022, 'works_count': 15, 'cited_by_count': 14}, {'year': 2021, 'works_count': 22, 'cited_by_count': 7}, {'year': 2020, 'works_count': 9, 'cited_by_count': 9}, {'year': 2019, 'works_count': 15, 'cited_by_count': 35}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Journal Managment & Business Studies,https://revistas.uautonoma.cl/index.php/jmabs,,journal,,['JM&BS'],Journal of Management & Business Studies,revistas.uautonoma.cl,66,7,1.1515151515151516,1.5606060606060606
0718-1906;0718-9958,S5406937218,26,3,1,0.11538461538461539,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Estudiantes de Medicina del Sur,,,journal,,[],Revista de Estudiantes de Medicina del Sur,rems.ufro.cl,121,7,0.024793388429752067,0.21487603305785125
2735-7325,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Cuadernos de Enfermería,revistaucmaule.ucm.cl,21,7,0.0,0.0
0719-630X,S4210185775,175,58,3,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Panambí Revista de Investigaciones Artísticas,http://revistas.uv.cl/index.php/Panambi,,journal,,['Revista de investigaciones artísticas'],Panambí. Revista de Investigaciones Artísticas,revistas.uv.cl,165,7,0.3515151515151515,1.0606060606060606
2735-7600,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Odontológica Científica Chilena,rocc.uchile.cl,29,7,0.0,0.0
2452-5006,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Pragmatika review,pragmatikasolutions.com,134,7,0.0,0.0
0718-5480;0718-7378,S4210209713,272,2401,25,1.0350877192982457,True,,True,True,,[],,,[],70,False,"[{'year': 2021, 'works_count': 27, 'cited_by_count': 164}, {'year': 2020, 'works_count': 25, 'cited_by_count': 450}, {'year': 2019, 'works_count': 25, 'cited_by_count': 339}, {'year': 2018, 'works_count': 26, 'cited_by_count': 397}, {'year': 2017, 'works_count': 31, 'cited_by_count': 313}, {'year': 2016, 'works_count': 25, 'cited_by_count': 459}, {'year': 2015, 'works_count': 7, 'cited_by_count': 34}, {'year': 2014, 'works_count': 10, 'cited_by_count': 36}, {'year': 2013, 'works_count': 16, 'cited_by_count': 51}, {'year': 2012, 'works_count': 3, 'cited_by_count': 7}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista latinoamericana de educación inclusiva,http://www.rinace.net/rlei,,journal,,[],Revista Latinoamericana de Educación Inclusiva,revistainclusiva.ucentral.cl,181,7,13.265193370165745,1.5027624309392265
0716-291X,S4210234839,20,3,1,0.16666666666666666,True,,True,False,,[],,,[],0,False,"[{'year': 2023, 'works_count': 6, 'cited_by_count': 1}, {'year': 2022, 'works_count': 7, 'cited_by_count': 0}, {'year': 2021, 'works_count': 7, 'cited_by_count': 2}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Remetallica,,,journal,,[],Remetallica,www.revistas.usach.cl,234,7,0.01282051282051282,0.08547008547008547
2810-7659,S5407033799,41,3,1,0.075,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Pro Jure Revista de Derecho - Pontificia Universidad Católica de Valparaíso,,,journal,,[],Pro Jure Revista de Derecho - Pontificia Universidad Católica de Valparaíso,www.projurepucv.cl,1043,7,0.0028763183125599234,0.039309683604985615
2735-6310,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Boletín de Anestesia,boletinanestesia.uchile.cl,20,6,0.0,0.0
0718-7653;0718-9249,S4210195354,26,19,2,0.25,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Geográfica del Sur,,,journal,,[],Revista Geográfica del Sur,revistas.udec.cl,24,6,0.7916666666666666,1.0833333333333333
0719-8078,S4210172884,128,111,5,0.09090909090909091,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 4, 'cited_by_count': 0}, {'year': 2024, 'works_count': 14, 'cited_by_count': 0}, {'year': 2023, 'works_count': 15, 'cited_by_count': 3}, {'year': 2022, 'works_count': 21, 'cited_by_count': 6}, {'year': 2021, 'works_count': 22, 'cited_by_count': 26}, {'year': 2020, 'works_count': 17, 'cited_by_count': 26}, {'year': 2019, 'works_count': 23, 'cited_by_count': 38}, {'year': 2018, 'works_count': 9, 'cited_by_count': 12}, {'year': 2017, 'works_count': 2, 'cited_by_count': 0}, {'year': 2016, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Pensamiento y Acción Interdisciplinaria,http://revistapai.ucm.cl/,,journal,,[],Pensamiento y Acción Interdisciplinaria,revistapai.ucm.cl,133,6,0.8345864661654135,0.9624060150375939
0719-6202,S4210167820,375,604,10,0.40625,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],11,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Infancia Educación y Aprendizaje,https://revistas.uv.cl/index.php/IEYA/index,,journal,,[],"Revista Infancia, Educación y Aprendizaje",revistas.uv.cl,381,6,1.5853018372703411,0.984251968503937
0719-4110,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Cuaderno de trabajo,www.politicayestrategia.cl,75,6,0.0,0.0
2810-6008,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Nodos,revistas.ugm.cl,6,6,0.0,0.0
0568-3939;0718-7181,S12967714,377,531,9,0.0,True,,True,True,,[],,,[],8,False,"[{'year': 2017, 'works_count': 11, 'cited_by_count': 14}, {'year': 2016, 'works_count': 42, 'cited_by_count': 26}, {'year': 2015, 'works_count': 39, 'cited_by_count': 33}, {'year': 2014, 'works_count': 29, 'cited_by_count': 29}, {'year': 2013, 'works_count': 39, 'cited_by_count': 60}, {'year': 2012, 'works_count': 44, 'cited_by_count': 114}, {'year': 2011, 'works_count': 34, 'cited_by_count': 54}, {'year': 2010, 'works_count': 46, 'cited_by_count': 115}, {'year': 2009, 'works_count': 35, 'cited_by_count': 70}, {'year': 2008, 'works_count': 14, 'cited_by_count': 9}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Aisthesis Revista Chilena de Investigaciones Estéticas,http://revistaaisthesis.uc.cl/index.php/rait,,journal,,['Revista chilena de investigaciones estéticas'],AISTHESIS: Revista Chilena de Investigaciones Estéticas,revistaaisthesis.uc.cl,1191,6,0.44584382871536526,0.3165407220822838
0719-4005,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Publicitas,www.revistas.usach.cl,136,6,0.0,0.0
